productId,productName,price,rating,ratingCount,landingPageUrl,searchImage
19566690,Story@home Blue & Black Geometric 180 GSM AC Room Single Bed Comforter,749,4.3214287757873535,56,Blankets-Quilts-and-Dohars/Storyhome/Storyhome-Blue--Black-Geometric-180-GSM-AC-Room-Single-Bed-Comforter/19566690/buy,http://assets.myntassets.com/assets/images/19566690/2022/8/19/eee89b45-520c-433d-ade5-7094b6d2e5f71660907012304StoryhomeUnisexBlueBlanketsQuiltsandDohars1.jpg
