productId|productName|price|rating|ratingCount|searchImage|landingPageUrl
19999872|URBAN DREAM Floral AC Room 120 GSM Double Bed Comforter|2999|0|0|http://assets.myntassets.com/assets/images/19999872/2022/9/15/161aa62d-bdbb-4de2-adf2-477cb7598fa41663238114673URBANDREAMWhiteGreyFloralACRoom120GSMDoubleBedComforter1.jpg|Blankets-Quilts-and-Dohars/URBAN-DREAM/URBAN-DREAM-Floral-AC-Room-120-GSM-Double-Bed-Comforter/19999872/buy
19957972|Trident Unisex Brown Blankets Quilts and Dohars|5199|0|0|http://assets.myntassets.com/assets/images/19957972/2022/9/15/7a2a0519-8f08-4f90-b46c-6c143b470a471663220229735TridentUnisexBrownBlanketsQuiltsandDohars1.jpg|Blankets-Quilts-and-Dohars/Trident/-Trident-Unisex-Brown-Blankets-Quilts-and-Dohars/19957972/buy
19957958|Trident Unisex Brown Blankets Quilts and Dohars|5199|0|0|http://assets.myntassets.com/assets/images/19957958/2022/9/15/063a254d-0455-410c-b9ae-d512a75c021a1663219944116TridentUnisexBrownBlanketsQuiltsandDohars1.jpg|Blankets-Quilts-and-Dohars/Trident/-Trident-Unisex-Brown-Blankets-Quilts-and-Dohars/19957958/buy
19957946|Trident Unisex Blue Blankets Quilts and Dohars|3599|0|0|http://assets.myntassets.com/assets/images/19957946/2022/9/15/54196688-54ed-4a6b-90c5-623379c289c21663220269440TridentUnisexBlueBlanketsQuiltsandDohars1.jpg|Blankets-Quilts-and-Dohars/Trident/-Trident-Unisex-Blue-Blankets-Quilts-and-Dohars/19957946/buy
19980818|Monte Carlo Green & Brown Geometric Heavy Winter Double Bed Blanket|4139|0|0|http://assets.myntassets.com/assets/images/19980818/2022/9/14/0ed9bc98-cd1f-4fe9-b37d-73c5235ef6de1663151239694MonteCarloGreenBrownGeometricHeavyWinterDoubleBedBlanket1.jpg|Blankets-Quilts-and-Dohars/Monte-Carlo/Monte-Carlo-Green--Brown-Geometric-Heavy-Winter-Double-Bed-Blanket/19980818/buy
19980792|Monte Carlo Brown Geometric AC Room 900 GSM Single Bed Blanket|2409|0|0|http://assets.myntassets.com/assets/images/19980792/2022/9/14/9ab842f0-af13-4286-aa02-400e2678e1191663151298005MonteCarloBrownGeometricACRoomSingleBedBlanket1.jpg|Blankets-Quilts-and-Dohars/Monte-Carlo/Monte-Carlo-Brown-Geometric-AC-Room-900-GSM-Single-Bed-Blanket/19980792/buy
19980788|Monte Carlo Green & Off White Floral AC Room 550 GSM Single Bed Blanket|2419|0|0|http://assets.myntassets.com/assets/images/19980788/2022/9/14/d62d1225-8174-4a70-81c3-02c90da527771663154752142MonteCarloGreenOffWhiteFloralACRoom550GSMSingleBedBlanket1.jpg|Blankets-Quilts-and-Dohars/Monte-Carlo/Monte-Carlo-Green--Off-White-Floral-AC-Room-550-GSM-Single-Bed-Blanket/19980788/buy
19980784|Monte Carlo Magenta & Black AC Room 900 GSM Single Bed Blanket|2409|0|0|http://assets.myntassets.com/assets/images/19980784/2022/9/14/392b88e9-b8ea-4712-a20e-14e650bc55991663148296117MonteCarloMagentaBlackACRoomSingleBedBlanket1.jpg|Blankets-Quilts-and-Dohars/Monte-Carlo/Monte-Carlo-Magenta--Black-AC-Room-900-GSM-Single-Bed-Blanket/19980784/buy
19980778|Monte Carlo Brown & Off White Floral Mild Winter 600 GSM Double Bed Blanket|2819|0|0|http://assets.myntassets.com/assets/images/19980778/2022/9/14/3a8b9f12-2778-4348-9594-032ce5ec28771663148292958MonteCarloBrownOffWhiteFloralMildWinter600GSMDoubleBedBlanke1.jpg|Blankets-Quilts-and-Dohars/Monte-Carlo/Monte-Carlo-Brown--Off-White-Floral-Mild-Winter-600-GSM-Double-Bed-Blanket/19980778/buy
19980776|Monte Carlo Beige & Blue Geometric AC Room 550 GSM Single Bed Blanket|2419|0|0|http://assets.myntassets.com/assets/images/19980776/2022/9/14/fea95579-58a1-4acb-8041-14eadc1c2cf81663148617847MonteCarloBeigeBlueGeometricACRoom550GSMSingleBedBlanket1.jpg|Blankets-Quilts-and-Dohars/Monte-Carlo/Monte-Carlo-Beige--Blue-Geometric-AC-Room-550-GSM-Single-Bed-Blanket/19980776/buy
19980762|Monte Carlo Peach-Coloured & Blue Cartoon Characters AC Room 600 GSM Single Bed Blanket|3159|0|0|http://assets.myntassets.com/assets/images/19980762/2022/9/14/f693ec76-2209-4cfe-8102-0552e9effa6a1663148638629MonteCarloPeach-ColouredBlueCartoonCharactersACRoom600GSMSin1.jpg|Blankets-Quilts-and-Dohars/Monte-Carlo/Monte-Carlo-Peach-Coloured--Blue-Cartoon-Characters-AC-Room-600-GSM-Single-Bed-Blanket/19980762/buy
19980744|Monte Carlo Pink & Blue AC Room 600 GSM Single Bed Blanket|3159|0|0|http://assets.myntassets.com/assets/images/19980744/2022/9/14/071cd878-2717-4564-947b-030af851f86c1663155100175MonteCarloPinkBlueACRoom600GSMSingleBedBlanket1.jpg|Blankets-Quilts-and-Dohars/Monte-Carlo/Monte-Carlo-Pink--Blue-AC-Room-600-GSM-Single-Bed-Blanket/19980744/buy
19980674|Monte Carlo Peach-Coloured & Green Floral Heavy Winter Double Bed Blanket|5679|0|0|http://assets.myntassets.com/assets/images/19980674/2022/9/14/bb3f4729-d353-42af-b21e-66dc60ac52071663148268114MonteCarloPeach-ColouredGreenFloralHeavyWinterDoubleBedBlank1.jpg|Blankets-Quilts-and-Dohars/Monte-Carlo/Monte-Carlo-Peach-Coloured--Green-Floral-Heavy-Winter-Double-Bed-Blanket/19980674/buy
19980672|Monte Carlo Blue & Off White Mild Winter Double Bed Blanket|3649|0|0|http://assets.myntassets.com/assets/images/19980672/2022/9/14/4fa8aa6b-23eb-4bf5-b356-87d085a510451663148597562MonteCarloBluePinkMildWinterDoubleBedBlanket1.jpg|Blankets-Quilts-and-Dohars/Monte-Carlo/Monte-Carlo-Blue--Off-White-Mild-Winter-Double-Bed-Blanket/19980672/buy
